label	text1	text2
1	How many consecutive wins did Barcelona have in 2010 - 11 ?	The same day , they registered 77 players across all categories and ages , and both last summer signings Arda Turan and Aleix Vidal became eligible to play with the first team .
1	What North Carolina City hosts the Merlefest ?	The internationally acclaimed North Carolina Zoo in Asheboro attracts visitors to its animals , plants , and a 57 - piece art collection along five miles of shaded pathways in the world 's largest - land-area natural - habitat park .
0	How would a Dutch speaker say doghouse ?	Like most Germanic languages , Dutch forms noun compounds , where the first noun modifies the category given by the second ( hondenhok = doghouse ) .
1	Does God have a gender ?	Because God is conceived as not being a corporeal being , God cannot ( some say should not ) be portrayed in a literal visual image ; some religious groups use a man ( sometimes old and bearded ) to symbolize God because of His deed of creating man 's mind in the image of His own .
1	Who did Popper say was the only thinker who might have had a greater influence on him than Hayek ?	While there is some dispute as to the matter of influence , Popper had a long - standing and close friendship with economist Friedrich Hayek , who was also brought to the London School of Economics from Vienna .
0	What organization did the new county council share governance of Southampton with ?	After the establishment of Hampshire County Council , following the act in 1888 , Southampton became a county borough within the county of Hampshire , which meant that it had many features of a county , but governance was now shared between the Corporation in Southampton and the new county council .
1	What color garment is used in traditional chants to represent the purity of Mary 's conception ?	The Roman Missal and the Roman Rite Liturgy of the Hours naturally includes references to Mary 's immaculate conception in the feast of the Immaculate Conception .
1	What are the exceptions of non - internal membrane bacteria ?	Bacteria do not have a membrane - bound nucleus , and their genetic material is typically a single circular DNA chromosome located in the cytoplasm in an irregularly shaped body called the nucleoid .
1	What song did Fantasia sing on the Top 8 show ?	Fantasia released as her coronation single I Believe , a song co - written by season one finalist Tamyra Gray , and DeGarmo released Dreams .
0	What type of law handled IP rights before 1994 in TRIP signatories ?	In the context of trademarks , this expansion has been driven by international efforts to harmonise the definition of trademark , as exemplified by the Agreement on Trade - Related Aspects of Intellectual Property Rights ratified in 1994 , which formalized regulations for IP rights that had been handled by common law , or not at all , in member states .
1	What name did Albino Luciani take as a pope ?	Pope Paul was asked towards the end of his papacy whether he would retire at age 80 , he replied Kings can abdicate , Popes cannot . citation needed
0	What are ribosomes in endospores are enclosed in ?	Endospores have a central core of cytoplasm containing DNA and ribosomes surrounded by a cortex layer and protected by an impermeable and rigid coat .
1	Min dialects are spoken on the border where ?	Most inhabitants of Zhejiang speak Wu , but the Wu dialects are very diverse , especially in the south , where one valley may speak a dialect completely unintelligible to the next valley a few kilometers away .
0	What are the three constituents of the medical center at KU ?	The University of Kansas Medical Center features three schools : the School of Medicine , School of Nursing , and School of Health Professions .
1	What is the population of Paris ' metropolitan area ?	Since the 19th century , the built - up area of Paris has grown far beyond its administrative borders ; together with its suburbs , the whole agglomeration has a population of 10 , 550 , 350 ( Jan . 2012 census ) .
1	When was brass first used ?	Zinc metal was not produced on a large scale until the 12th century in India and was unknown to Europe until the end of the 16th century .
0	Why are uppercase letters preferred often times when space is restricted ?	Engineering design drawings are typically labelled entirely in upper - case letters , which are easier to distinguish than lowercase , especially when space restrictions require that the lettering be small .
0	When did the US start bombing Hanoi ?	The bombing campaigns of the Air Force were tightly controlled by the White House for political reasons , and until 1972 avoided the main Northern cities of Hanoi and Haiphong and concentrated on bombing jungle supply trails , especially the Ho Chi Minh Trail .
0	Which sultan ordered a Greek scholar to do translations of work by Ptolemy ?	Sultan Mehmet II ordered Georgios Amiroutzes , a Greek scholar from Trabzon , to translate and make available to Ottoman educational institutions the geography book of Ptolemy .
1	What was the name of the interface front - end introduced by Comcast in 2007 ?	SmartZone users will be able to send and receive e - mail , listen to their voicemail messages online and forward that information via e - mail to others , send instant messages and video instant messages and merge their contacts into one address book .
1	Which is the smallest version of the iPod ?	The iPod is a line of portable media players and multi - purpose pocket computers designed and marketed by Apple Inc .
1	What newspaper did Radio Saint Helena collaborate with ?	It closed on 25 December 2012 to make way for a new three - channel FM service , also funded by St . Helena Government and run by the South Atlantic Media Services ( formerly St . Helena Broadcasting ( Guarantee ) Corporation ) .
0	The French words Notre Dame du Lac translate to what in English ?	In French , Notre Dame du Lac means Our Lady of the Lake and refers to the university 's patron saint , the Virgin Mary .
0	With the NES at its end , which competing consoles with less strict licensing terms were supported ?	In the longer run , however , with the NES near its end of its life many third - party publishers such as Electronic Arts supported upstart competing consoles with less strict licensing terms such as the Sega Genesis and then the PlayStation , which eroded and then took over Nintendo 's dominance in the home console market , respectively .
0	When was the Arsenal stadium bombed ?	The entire stadium was given a massive overhaul in the 1930s : new Art Deco West and East stands were constructed , opening in 1932 and 1936 respectively , and a roof was added to the North Bank terrace , which was bombed during the Second World War and not restored until 1954 .
0	When are glacial moraines visible ?	Glacial moraines are formed by the deposition of material from a glacier and are exposed after the glacier has retreated .
1	What sorts of films did American Movie Classics primarily show ?	AMC had broadened its film content to feature colorized and more recent films by 2002 and abandoned its commercial - free format , leaving TCM as the only movie - oriented cable channel to devote its programming entirely to classic films without commercial interruption .
0	When designing a capacitor , what is an important rating to consider ?	Reversal ratings will often affect the design considerations for the capacitor , from the choice of dielectric materials and voltage ratings to the types of internal connections used .
0	How many attended the trials of the Black Panther in 1970 ?	Beginning on May Day , the city became a center of protest for 12 , 000 Panther supporters , college students , and New Left activists ( including Jean Genet , Benjamin Spock , Abbie Hoffman , Jerry Rubin , and John Froines ) , who amassed on the New Haven Green , across the street from where the trials were being held .
1	Who runs Yale College ?	Yale is organized into fourteen constituent schools : the original undergraduate college , the Yale Graduate School of Arts and Sciences , and twelve professional schools .
1	Are the effects of serotonin limited to the limbic system ?	Changes in the levels of the neurotransmitters dopamine and serotonin in the limbic system make adolescents more emotional and more responsive to rewards and stress .
0	What did Nasser do to the canal ?	Nasser also ordered blockage of the canal by sinking or otherwise disabling forty - nine ships at its entrance .
0	What is the non - medical mumbo jumbo term for pulmonologist ?	For example , an uncomplicated pneumonia will generally be treated by the internist or the pulmonologist ( lung physician ) .
1	Who imported Chinese laborers ?	In 1882 , the Chinese Exclusion Act was passed , and Chinese workers who chose to stay in the U . S . were unable to have their wives join them .
1	The Roman Catholic Diocese of Charleston oversees what kind of schools ?	Bishop England , Porter - Gaud School , and Ashley Hall are the city 's oldest and most prominent private schools , and are a significant part of Charleston history , dating back some 150 years .
0	For what culture is the Vedic period named ?	The Vedic period is named after the Indo - Aryan culture of north - west India , although other parts of India had a distinct cultural identity during this period .
1	German , English , and Afrikaans were the official languages until when in Namibia ?	Consequently , SWAPO instituted English as the sole official language of Namibia though only about 3 % of the population speaks it as a home language .
0	What is the July Monarchy ?	The July Monarchy was a period of liberal constitutional monarchy in France under King Louis - Philippe starting with the July Revolution ( or Three Glorious Days ) of 1830 and ending with the Revolution of 1848 .
0	How many cancer patients has Daisy detected ?	A Labrador Retriever called Daisy has detected 551 cancer patients with an accuracy of 93 percent and received the Blue Cross ( for pets )
1	In what Somali enclave in Kenya have Somalis invested over $ 1 . 5 billion ?	In South Africa , Somali businesspeople also provide most of the retail trade in informal settlements around the Western Cape province .
1	What rule did George III and George IV believe a Catholic emancipation bill would violate ?	The first Hanoverian monarch , George I , relied on his ministers to a greater extent than did previous monarchs .
1	What did ' The Catered Affair ' explore ?	Like That that takes place in the predominantly Puerto Rican neighborhood of the South Bronx , and Doughboys , the story of two Italian - American brothers in danger of losing their bakery thanks to one brother 's gambling debts .
0	Where were Frdric 's parents located at when he saw them for the final time in 1835 ?	In 1835 Chopin went to Carlsbad , where he spent time with his parents ; it was the last time he would see them .
0	How were the water scenes in Jaws filmed ?	If one views each of his films , one will see this shot utilized by the director , notably the water scenes in Jaws are filmed from the low - angle perspective of someone swimming .
1	Tamudic schools are known as what ?	In practice , the emphasis on strictness has resulted in the rise of homogeneous enclaves with other haredi Jews that are less likely to be threatened by assimilation and intermarriage , or even to interact with other Jews who do not share their doctrines .
1	What was found under the Basilica of Saint - Quentin ?	The Abbey of Saint - Martial in Limoges , originally an important place of pilgrimage , was totally demolished during the French Revolution except its crypt which was rediscovered in the 1960s .
0	What do doctors usually do when a patient seems to want antibiotics even though they may not be right ?	One study on respiratory tract infections found physicians were more likely to prescribe antibiotics to patients who appeared to expect them .
1	Armenian students attend YMSU with foreign students from where ?	Foreign students ' department for Armenian diaspora established in 1957 later was enlarged and the enrollment of foreign students began .
0	What was the primary focus of Bush 's campaign ?	Bush focused his campaign on national security , presenting himself as a decisive leader and contrasted Kerry as a flip - flopper .
1	When did local high speed rail service that linked London and Kent begin ?	There are plans for a second high speed line linking London to the Midlands , North West England , and Yorkshire .
1	What was Tuscon known as 12 , 000 years ago ?	The floodplain of the Santa Cruz River was extensively farmed during the Early Agricultural period , circa 1200 BC to AD 150 .
0	What cities were destroyed by atom bombs ?	The war culminated in the atomic bombings of Hiroshima and Nagasaki , and other large aerial bomb attacks by the United States Army Air Forces , accompanied by the Soviet invasion of Manchuria on 8 August 1945 , resulting in the Japanese announcement of intent to surrender on 15 August 1945 .
0	When was the Gare du Nord station finished ?	Valencia was also third in industrial and economic development ; notable milestones include urban expansion of the city in the latter 1800s , the creation of the Banco de Valencia in 1900 , construction of the Central and Columbus markets , and the construction of the Gare du Nord railway station , completed in 1921 .
0	What is the city 's sole fresh water river ?	The Bronx River , which flows through the Bronx and Westchester County , is the only entirely fresh water river in the city .
1	What type of Chinese texts mention circadian process in humans ?	The earliest recorded account of a circadian process dates from the 4th century B . C . E . , when Androsthenes , a ship captain serving under Alexander the Great , described diurnal leaf movements of the tamarind tree .
0	What was Sidney Sheinberg 's position with Universal ?	Studio vice president Sidney Sheinberg was impressed by the film , which had won a number of awards , and offered Spielberg a seven - year directing contract .
0	How many published reports of American volumes existed in 1910 ?	The number of published volumes of American reports soared from eighteen in 1810 to over 8 , 000 by 1910 .
0	The northern area of Great Britain was populated by what native people during the Roman Empire occupation ?	At that time , Ireland was populated by a people known as Hiberni , the northern third or so of Great Britain by a people known as Picts and the southern two thirds by Britons .
1	What type of integration do large corporations often do ?	Smaller organizations , on the other hand , often focus on a specific aspect such as discovering drug candidates or developing formulations .
1	When was the beta version of Windows 8 made available to the public ?	Alongside other changes , the build removed the Start button from the taskbar for the first time since its debut on Windows 95 ; according to Windows manager Chaitanya Sareen , the Start button was removed to reflect their view that on Windows 8 , the desktop was an app itself , and not the primary interface of the operating system .
1	How many teams played in the 2011 domestic Samoan rugby league competition ?	Rugby league is mostly played by Samoans living in New Zealand and Australia , citation needed with Samoa reaching the quarter finals of the 2013 Rugby League World Cup made of players playing in the NRL , Super League and domestic players .
0	What does Mardi Gras translate to in French ?	Carnival celebrations , usually referred to as Mardi Gras ( Fat Tuesday in French ) , were first celebrated in the Gulf Coast area , but now occur in many states .
1	To how many territories is the Premier League broadcast to ?	The Premier League rank second in the UEFA coefficients of leagues based on performances in European competitions over the past five seasons .
1	What have studies shown regarding climate change ?	Large scale climatic changes , as have been experienced in the past , are expected to have an effect on the timing of migration .
0	As of 3 / 3/2016 , how many active aircraft carriers are there worldwide ?	As of 3 March 2016 , there are thirty - seven active aircraft carriers in the world within twelve navies .
0	Tomboy Scout grows up tto become what ?	By balancing the masculine influences of Atticus and Jem with the feminine influences of Calpurnia and Miss Maudie , one scholar writes , Lee gradually demonstrates that Scout is becoming a feminist in the South , for with the use of first - person narration , she indicates that Scout/ Jean Louise still maintains the ambivalence about being a Southern lady she possessed as a child .
0	Which German politician defended comprehensive schools ?	As a reaction , Sigrid Beer ( Alliance ' 90 / The Greens ) stated that comprehensives were structurally discriminated against by the government , which favoured the Gymnasiums .
0	How could the sounds produced by Western Electric be described ?	Western Electric 's innovations resulted in a greatly expanded and more even frequency response , creating a dramatically fuller , clearer and more natural - sounding recording .
1	What was King George II 's royal residence beginning in 1762 ?	During the 18th century , London was dogged by crime , and the Bow Street Runners were established in 1750 as a professional police force .
1	Why was Saurez not playing for four months ?	Two days later , it was announced that Luis Enrique would return to Barcelona as head coach , after he agreed to a two - year deal .
0	Which conjugation has less than 100 verbs ?	The verbs of the second conjugation are fewer than 100 , and it is not possible to create new ones , except by compounding .
1	Who was appointed to the Chief of Staff of the Air Force following Mosley 's resignation ?	In response to the 2007 United States Air Force nuclear weapons incident , Secretary of Defense Robert Gates accepted in June 2009 the resignations of Secretary of the Air Force Michael Wynne and the Chief of Staff of the Air Force General T . Michael Moseley .
1	Where do the Everton Tigers play their home games ?	The club also owned and operated a professional basketball team , by the name of Everton Tigers , who compete in the elite British Basketball League .
1	What did Albert study in Trinity College ?	He played at Wimbledon in the Men 's Doubles with Louis Greig in 1926 , losing in the first round .
0	Who was granted higher status than the Han Chinese majority ?	Nevertheless , the ethno - geographic caste hierarchy favoring the Mongols and other ethnicities were accorded higher status than the Han Chinese majority .
1	Liberia 's account deficit peaked at what percentage in 2008 ?	In 2003 , additional UN sanctions were placed on Liberian timber exports , which had risen from US $ 5 million in 1997 to over US $ 100 million in 2002 and were believed to be funding rebels in Sierra Leone .
0	What invention led to an increase in efficiency in the farming of heavy soils ?	The development of the heavy plough allowed heavier soils to be farmed more efficiently , aided by the spread of the horse collar , which led to the use of draught horses in place of oxen .
1	What do Jehovah Witnesses consider all other present day religions to be ?	Satan will subsequently attack Jehovah 's Witnesses , an action that will prompt God to begin the war of Armageddon , during which all forms of government and all people not counted as Christ 's sheep , or true followers , will be destroyed .
1	How many million years ago is the Permian period believed to have begun ?	Many of the early groups became extinct during the Permian - Triassic extinction event , the largest mass extinction in the history of the Earth , around 252 million years ago .
0	When did Alexander the Great reach India ?	By 326 BC , Alexander the Great had conquered Asia Minor and the Achaemenid Empire and had reached the northwest frontiers of the Indian subcontinent .
1	How long after Digimon Fusion was a new series announced ?	The series announced the return of the protagonists from the original Digimon Adventure series , most of them now as high school students .
1	Who wrote Works and Days and Theogony ?	Although drama was popular in Ancient Greece , of the hundreds of tragedies written and performed during the classical age , only a limited number of plays by three authors still exist : Aeschylus , Sophocles , and Euripides .
0	What body passed the Treaty on the Creation of the USSR ?	On December 30 , 1922 , the First Congress of the Soviets of the USSR approved the Treaty on the Creation of the USSR , by which Russia was united with the Ukrainian Soviet Socialist Republic , Byelorussian Soviet Socialist Republic , and Transcaucasian Soviet Federal Socialist Republic into a single federal state , the Soviet Union .
1	Where does Nigeria 's movie industry rank worldwide ?	Nigerian cinema is Africa 's largest movie industry in terms of both value and the number of movies produced per year .
1	Ibrahim Pasha landed with his army when ?	Meanwhile , the Ottoman Sultan negotiated with Mehmet Ali of Egypt , who agreed to send his son Ibrahim Pasha to Greece with an army to suppress the revolt in return for territorial gain .
0	How many Johovah 's Witnesses were on the island ?	Other Christian denominations on the island include : Roman Catholic ( since 1852 ) , Salvation Army ( since 1884 ) , Baptist ( since 1845 ) and , in more recent times , Seventh - day Adventist ( since 1949 ) , New Apostolic and Jehovah 's Witnesses ( of which one in 35 residents is a member , the highest ratio of any country ) .
0	What is digestion ?	Digestion is the breakdown of large insoluble food molecules into small water - soluble food molecules so that they can be absorbed into the watery blood plasma .
1	What did the Movement question ?	During this period , Bengal witnessed an intellectual awakening that is in some way similar to the Renaissance in Europe during the 16th century , although Europeans of that age were not confronted with the challenge and influence of alien colonialism .
0	How much did ARV drugs cost patients yearly ?	HIV was and is an epidemic in South Africa , and ARVs at the time cost between 10 , 000 and 15 , 000 USD per patient per year .
1	Are the speed limits on I - 19 marked in miles or kilometers ?	Interstate 10 , which runs southeast to northwest through town , connects Tucson to Phoenix to the northwest on the way to its western terminus in Santa Monica , California , and to Las Cruces , New Mexico and El Paso , Texas toward its eastern terminus in Jacksonville , Florida . I - 19 runs south from Tucson toward Nogales and the U . S . -Mexico border .
0	What is the advantage of using inert gas in a light bulb ?	While inert gas reduces filament evaporation , it also conducts heat from the filament , thereby cooling the filament and reducing efficiency .
1	Who reformed the low numbers of troops by implementing universal conscription ?	Universal conscription ( rather than by ballot , as previously ) and a shorter period of service gave increased numbers of reservists , who would swell the army to a planned strength of 800 , 000 on mobilisation .
0	What are European revolutions known as in other countries ?	The European Revolutions of 1848 , known in some countries as the Spring of Nations or the Year of Revolution , were a series of political upheavals throughout the European continent .
0	Previous to 1725 , what subject matter was focused on by the concours academiques ?	The subject matter had previously been generally religious and / or monarchical , featuring essays , poetry , and painting .
1	What did the plaintiffs claim the university had for an admissions policy ?	Fisher has brought the admissions policy to court because she believes that she was denied acceptance to the University of Texas based on her race , and thus , her right to equal protection according to the 14th Amendment was violated .
1	Which borough had the highest HDI score ?	The Human Development Index report of 2005 shows that there were three boroughs with a very high Human Development Index , 12 with a high HDI value ( 9 above . 85 ) and one with a medium HDI value ( almost high ) .
0	What does Kerry feel Bush aliented the American people with ?	This advanced the suggestion that Kerry would pay more attention to domestic concerns ; it also encapsulated Kerry 's contention that Bush had alienated American allies by his foreign policy .
1	Besides children , who can Take CTC classes ?	The CTCs provide vocational training to students who do not progress beyond Class 8 because they failed the entry qualifications for secondary education .
1	Where do State Banquets take place ?	On this grand occasion , all the state rooms are in use , as the royal family proceed through them , beginning at the great north doors of the Picture Gallery .
1	The higher - level phylogeny is of the what ?	In 2008 , researchers at Tufts University uncovered what they believe is the world 's oldest known full - body impression of a primitive flying insect , a 300 million - year-old specimen from the Carboniferous period .
0	When was the great battle of Raphia ?	Ptolemy IV won the great battle of Raphia ( 217 BCE ) against the Seleucids , using native Egyptians trained as phalangites .
1	When did the Governing Council define price stability ?	Unlike for example the United States Federal Reserve Bank , the ECB has only one primary objective but this objective has never been defined in statutory law , and the HICP target can be termed ad - hoc .
0	Queens is located on what part of Long Island ?	New York City is located on one of the world 's largest natural harbors , and the boroughs of Manhattan and Staten Island are ( primarily ) coterminous with islands of the same names , while Queens and Brooklyn are located at the west end of the larger Long Island , and The Bronx is located at the southern tip of New York State 's mainland .
0	In which decades did bands like MC5 and Rare Earth become big in Detroit ?	Local artists and bands rose to prominence in the 1960s and 70s including : the MC5 , The Stooges , Bob Seger , Amboy Dukes featuring Ted Nugent , Mitch Ryder and The Detroit Wheels , Rare Earth , Alice Cooper , and Suzi Quatro .
1	Where was Tito serioiusly wounded and captured by the Russians at ?	At the outbreak of World War I in 1914 , he was sent to Ruma , where he was arrested for anti - war propaganda and imprisoned in the Petrovaradin fortress .
0	How do Piedmont glaciers appear ?	Alpine glaciers can be straight rivers of ice , long sweeping rivers , spread in a fan - like shape ( Piedmont glaciers ) , and curtains of ice that hang from vertical slopes of the mountain peaks .
0	The Stamp Act Congress had a meeting in 1765 in which US city ?	The Stamp Act Congress met in New York in October 1765 as the Sons of Liberty organized in the city , skirmishing over the next ten years with British troops stationed there .
1	Who barely missed the scoreboard when he launched a home run ball onto Sheffield Avenue ?	No batted ball has ever hit the center field scoreboard , although the original Slammin ' Sammy , golfer Sam Snead , hit it with a golf ball in an exhibition in the 1950s .
0	After what year was the Legio VIII Augusta permanently stationed in Argentoratum ?	From the year 90 on , the Legio VIII Augusta was permanently stationed in the Roman camp of Argentoratum .
0	What was the percentage of whites in 1970 ?	In addition , Hispanics made up 37 . 4 % of Houston 's population while non - Hispanic whites made up 30 . 8 % , down from 62 . 4 % in 1970 .
1	What is the highest Whitehead was trained in philosophy ?	Early in his life he showed great interest in and respect for philosophy and metaphysics , but it is evident that he considered himself a rank amateur .
1	Who named the element zinc ?	Corrosion - resistant zinc plating of iron ( hot - dip galvanizing ) is the major application for zinc .
1	ASCII specifies correspondence between what ?	Before ASCII was developed , the encodings in use included 26 alphabetic characters , 10 numerical digits , and from 11 to 25 special graphic symbols .
1	Who establishes limits on the amount of Air Force officers ?	Air Force officer promotions are governed by the Defense Officer Personnel Management Act of 1980 and its companion Reserve Officer Personnel Management Act ( ROPMA ) for officers in the Air Force Reserve and the Air National Guard .
0	What can one not mark between the variety of mankind ?	Blumenbach also noted the graded transition in appearances from one group to adjacent groups and suggested that one variety of mankind does so sensibly pass into the other , that you cannot mark out the limits between them .
0	What adjective describes how our eyes function without a tool like a microscope to help ?	In the diffuse - porous woods , the demarcation between rings is not always so clear and in some cases is almost ( if not entirely ) invisible to the unaided eye .
0	Which era did Cennino Cennini actively paint in ?	For example , purple on a computer screen is made by a similar formula to used by Cennino Cennini in the Renaissance to make violet , but using additive colors and light instead of pigment : it is created by combining red and blue light at equal intensity on a black screen .
1	What does the USB specification limit ?	USB devices are also required to automatically enter ultra low - power suspend mode when the USB host is suspended .
1	Which edition of the Guinness Book of World Record states that no female artist sold more records than Madonna ?	In 1999 Madonna signed to play a violin teacher in the film Music of the Heart but left the project , citing creative differences with director Wes Craven .
1	Which country has Nigerians sending the most money home ?	According to the International Organization for Migration , Nigeria witnessed a dramatic increase in remittances sent home from overseas Nigerians , going from USD 2 . 3 billion in 2004 to 17 . 9 billion in 2007 .
0	What is it called when someone dies from inhaling vomit ?	A BAC from 0 . 25 % to 0 . 40 % causes stupor , unconsciousness , anterograde amnesia , vomiting ( death may occur due to inhalation of vomit ( pulmonary aspiration ) while unconscious and respiratory depression ( potentially life - threatening ) .
1	What specific form of bullying did the survey show was most common ?	Over 40 per cent of school pupils in the city that responded to a survey claimed to have been the victim of bullying .
1	What term was created in the 1930 's to separate the middle ages form the 1800 ' s ?	to distinguish the time between what we call Middle Ages and time of the late Enlightenment ( 1800 ) ( when the meaning of the term Modern Ages was developing its contemporary form ) .
0	What aspects of a building were considered part of the larger concept of function ?	Function came to be seen as encompassing all criteria of the use , perception and enjoyment of a building , not only practical but also aesthetic , psychological and cultural .
1	When was DNA sequencing first used for grouping plants ?	As a simple example , prior to the use of genetic evidence , fungi were thought either to be plants or to be more closely related to plants than animals .
1	Are pesticides chemical or biological agents ?	According to the Stockholm Convention on Persistent Organic Pollutants , 9 of the 12 most dangerous and persistent organic chemicals are organochlorine pesticides .
1	With what value is a resistor in parallel with a capacitor equal to ?	A leaky capacitor can cause the grid circuit voltage to be raised from its normal bias setting , causing excessive current or signal distortion in the downstream tube .
1	Who was Henrich d ' Arrest ?	Challis later realised that he had observed the planet twice , on 4 and 12 August , but did not recognise it as a planet because he lacked an up - to-date star map and was distracted by his concurrent work on comet observations .
0	Elisha Gray and what other man were behind many of the court cases ?	The Bell company lawyers successfully fought off myriad lawsuits generated initially around the challenges by Elisha Gray and Amos Dolbear .
0	What is the natural gas condensate used to dilute bitumen ?	Because of the difficulty of moving crude bitumen through pipelines , non - upgraded bitumen is usually diluted with natural - gas condensate in a form called dilbit or with synthetic crude oil , called synbit .
1	How long ago were rock paintings found in Somalia created ?	The most famous of these is the Laas Geel complex , which contains some of the earliest known rock art on the African continent and features many elaborate pastoralist sketches of animal and human figures .
0	The internal stability was known as what ?	Despite the internal stability ( known as the paz porfiriana ) , modernization , and economic growth in Mexico during the Porfiriato from 1876 to 1910 , many across the state became deeply dissatisfied with the political system .
1	In addition to dogs , what other animal is responsible for over 86 , 000 falls every year ?	It has been estimated around 2 % of dog - related injuries treated in UK hospitals are domestic accidents .
1	What are two other ingredients in the dog meat recipe in Korea ?	While the dishes are still popular in Korea with a segment of the population , dog is not as widely consumed as beef , chicken , and pork .
0	What was Valencia 's population in 1860 ?	By 1860 the municipality had 140 , 416 inhabitants , and beginning in 1866 the ancient city walls were almost entirely demolished to facilitate urban expansion .
0	How long did the Eritrean War for Independence last ?	The ensuing Eritrean War for Independence went on for 30 years against successive Ethiopian governments until 1991 , when the Eritrean People 's Liberation Front ( EPLF ) , a successor of the ELF , defeated the Ethiopian forces in Eritrea and helped a coalition of Ethiopian rebel forces take control of the Ethiopian Capital Addis Ababa .
0	What notable military treatise was authored by von Clausewitz ?	Under Conner 's tutelage , he studied military history and theory ( including Carl von Clausewitz 's On War ) , and later cited Conner 's enormous influence on his military thinking , saying in 1962 that Fox Conner was the ablest man I ever knew .
1	When did EMI create the first stereo discs ?	The ultimately dominant 45 / 45 stereophonic record system was invented by Alan Blumlein of EMI in 1931 and patented the same year .
1	What pigment did 19th century artists use that was deemed unfavorably ?	Although widely used for a time , it ultimately proved unstable for use in oil painting , especially when mixed with the most common diluents , such as linseed oil , varnish and turpentine .
1	For what percent must a player play of the competitive A team matches for which he was available for selection in the previous two years to get a work permit from the Home OFfice ?	In response to concerns that clubs were increasingly passing over young English players in favour of foreign players , in 1999 , the Home Office tightened its rules for granting work permits to players from countries outside of the European Union .
1	What engineer was recruited by Becker and Dornberger to join their secret program ?	The head of the German Army 's Ballistics and Munitions Branch , Lieutenant Colonel Karl Emil Becker , gathered a small team of engineers that included Walter Dornberger and Leo Zanssen , to figure out how to use rockets as long - range artillery in order to get around the Treaty of Versailles ' ban on research and development of long - range cannons .
1	When did Kurita 's force enter the Sibuyan Sea ?	As they passed Palawan Island after midnight on 23 October the force was spotted , and U . S . submarines sank two cruisers .
0	What was the language of the Pipil ?	The Pipil lived in western El Salvador , spoke Nawat , and had many settlements there , most noticeably Cuzcatlan .
0	When was the SNES released in the US ?	The Super Nintendo Entertainment System ( officially abbreviated the Super NESb or SNESc , and commonly shortened to Super Nintendod ) is a 16 - bit home video game console developed by Nintendo that was released in 1990 in Japan and South Korea , 1991 in North America , 1992 in Europe and Australasia ( Oceania ) , and 1993 in South America .
1	In 1946 , the Greeks made up what percent of Cyprus ' population ?	T . M . T . The Secretary of State for the Colonies in a letter dated 15 July 1958 had advised the Governor of Cyprus not to act against T . M . T despite its illegal actions so as not to harm British relations with the Turkish government .
1	In what century did humanistic phycology rise in prominence ?	Psychologists Carl Rogers and Abraham Maslow introduced a positive , humanistic psychology in response to what they viewed as the overly pessimistic view of psychoanalysis in the early 1960s .
0	Who 's art collection was the reason the Museo Tamayo opened ?	The Museo Tamayo was opened in the mid - 1980s to house the collection of international contemporary art donated by famed Mexican ( born in the state of Oaxaca ) painter Rufino Tamayo .
1	When were imperial examinations halted ?	By the early 20th century , mass civil disorder had begun in China , and it was growing continuously .
0	How many of Oklahoma 's 2007 grad students completed their degree ?	Of these students , 18 , 892 received a bachelor 's degree , 5 , 386 received a master 's degree , and 462 received a first professional degree .
1	When was a new sarcophagus made for him ?	His body was escorted south by a company of mercenaries and he was buried in Worcester Cathedral in front of the altar of St Wulfstan .
1	What monument was created in 1818 ?	It was to be William Wilkins 's winning design for the public competition for Downing College , Cambridge that announced the Greek style was to be the dominant idiom in architecture .
1	What is the current usually beng put into it or pulled out of ?	Another common design is the folded dipole , which is essentially two dipoles placed side - by-side and connected at their ends to make a single one - wavelength antenna .
0	How many people were executed by the People 's Courts ?	People 's Courts were founded to try various monarchist politicians and journalists , and though many were imprisoned , none were executed .
0	Where did Circassians settle to when leaving their homes in the Caucasus ?	Toward the end of the Caucasian Wars , 90 % of the Circassians were ethnically cleansed and exiled from their homelands in the Caucasus and fled to the Ottoman Empire , resulting in the settlement of 500 , 000 to 700 , 000 Circassians in Turkey . page needed
0	About how many Libyans died in Operation El Dorado Canyon ?	In Operation El Dorado Canyon , orchestrated on 15 April 1986 , U . S . military planes launched a series of air - strikes on Libya , bombing military installations in various parts of the country , killing around 100 Libyans , including several civilians .
0	How many freshman at BYU were Merit Scholars in 2006 ?	In addition , BYU is ranked 26th in colleges with the most freshman Merit Scholars , with 88 in 2006 .
1	After 1877 another lighthouse was build to replace File Mile Point , what was its ' name ?	The park remains popular among New Haveners , and is home to the Five Mile Point Lighthouse , constructed in 1847 , and the Lighthouse Point Carousel , constructed in 1916 .
1	Who received free tuition after buying the $ 100 perpetual scholarships ?	In 1873 the Evanston College for Ladies merged with Northwestern , and Frances Willard , who later gained fame as a suffragette and as one of the founders of the Woman 's Christian Temperance Union ( WCTU ) , became the school 's first dean of women .
1	In what state did the largest American mass execution occur ?	The second - largest mass execution was also a hanging : the execution of 13 African - American soldiers for taking part in the Houston Riot of 1917 .
0	Whose return to Apple resulted in the company 's reorganization ?	Regardless of the Mac 's market share , Apple has remained profitable since Steve Jobs ' return and the company 's subsequent reorganization .
0	Do CFLs consume more , less , or the same amount of energy as incandescent bulbs ?	However , even though they contain mercury , the environmental performance of CFLs is much better than that of light bulbs , mostly because they consume much less energy and therefore strongly reduce the environmental impact of power production .
